1e-05 	0.505768 	2.08376e-18 	-0.50091
1e-05 	0.517444 	6.24705e-18 	-0.489609
1e-05 	0.529403 	5.55312e-18 	-0.47995
1e-05 	0.541651 	2.77752e-18 	-0.471405
1e-05 	0.554195 	3.47136e-18 	-0.46305
1e-05 	0.567043 	4.51215e-18 	-0.454796
1e-05 	0.580201 	6.94072e-18 	-0.446623
1e-05 	0.593678 	7.28762e-18 	-0.438462
1e-05 	0.60748 	4.16508e-18 	-0.43025
1e-05 	0.621617 	3.48651e-19 	-0.421938
1e-05 	0.636095 	-1.38611e-18 	-0.413486
1e-05 	0.650924 	1.38941e-18 	-0.404864
1e-05 	0.666112 	1.73632e-18 	-0.396046
1e-05 	0.681666 	-1.03928e-18 	-0.387015
1e-05 	0.697598 	-2.42709e-18 	-0.377763
1e-05 	0.713914 	-3.4687e-18 	-0.368284
1e-05 	0.730625 	-8.32522e-18 	-0.358582
