0.050001 	0.0025 	0.005 	0.0432459
0.050001 	0.0075 	0.005 	0.0417513
0.050001 	0.0125 	0.005 	0.040767
0.050001 	0.0175 	0.005 	0.0399936
0.050001 	0.0225 	0.005 	0.0390867
0.050001 	0.0275 	0.005 	0.0378157
0.050001 	0.0325 	0.005 	0.0359118
0.050001 	0.0375 	0.005 	0.0330551
0.050001 	0.0425 	0.005 	0.0289039
0.050001 	0.0475 	0.005 	0.0231489
0.050001 	0.0525 	0.005 	0.0156091
0.050001 	0.0575 	0.005 	0.00637694
0.050001 	0.0625 	0.005 	-0.00401032
0.050001 	0.0675 	0.005 	-0.0144333
0.050001 	0.0725 	0.005 	-0.023209
0.050001 	0.0775 	0.005 	-0.0284208
0.050001 	0.0825 	0.005 	-0.0287119
0.050001 	0.0875 	0.005 	-0.0245723
0.050001 	0.0925 	0.005 	-0.0192638
0.050001 	0.0975 	0.005 	-0.0166492
